"Name","City (HappyCow)","County","Veg Type","Status","Address","Phone","Website","HappyCow URL","Review Count","Description","In App","App Name"
"Dim Sum House FL","Florida City","Miami / Dade County","Vegan","Closed","2440 E Hwy 50, Clermont (at 2440 E Hwy 50, Clermont), Florida City, Florida, USA, 34711","+1-352-404-8352","https://dimsumhousefl.com/","https://www.happycow.net/reviews/dim-sum-house-fl-florida-city-466186","","Vegan-friendly restaurant Dim Sum House FL in Florida City, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"The Hummus House","Fort Lauderdale","Broward County","Vegetarian","Closed","900 NE 20th Ave, Fort Lauderdale, Florida, USA, 33309","+1-954-314-7686","https://www.thehummushouseftl.com/","https://www.happycow.net/reviews/the-hummus-house-fort-lauderdale-106686","101","Reviews of vegetarian restaurant The Hummus House in Fort Lauderdale, Florida, USA 'Not your grocery store hummus! I believe this to be the best hummus, tahini sauce, and Tabbouleh Salad of my life! You can tell everything is homemade with'","Yes","Hummus House"
"17 Street Thai Sushi","Fort Lauderdale","Broward County","Vegan","Open","1515 SE 17th St, Fort Lauderdale, Florida, USA, 33316","+1-954-994-1717","http://www.17thaisushi.com/","https://www.happycow.net/reviews/17-street-thai-sushi-fort-lauderdale-121278","7","Reviews of vegan-friendly restaurant 17 Street Thai Sushi in Fort Lauderdale, Florida, USA","No",""
"Only Thai","Fort Lauderdale","Broward County","","Unknown","","","https://otthai.com/","https://www.happycow.net/reviews/only-thai-fort-lauderdale-293003","","Reviews of vegan-friendly restaurant Only Thai in Fort Lauderdale, Florida, USA 'Updating my review. Been coming for several years and have ordered stir fry vegetables with steamed tofu, being told more than once the dish was vegan'","No",""
"P.F. Chang's","Fort Lauderdale","Broward County","","Unknown","","","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/12/21/chain122_163_1538429987.jpeg","https://www.happycow.net/reviews/p-f-changs-fort-lauderdale-226181","","Reviews of vegan-friendly restaurant P.F. Chang's in Fort Lauderdale, Florida, USA","No",""
"Phat Boy Sushi & Kitchen","Fort Lauderdale","Broward County","","Unknown","","","https://www.ubereats.com/store/phat-boy-sushi-%26-kitchen-oakland-park/XlNrN8g7TdCQW-IL_yRFOg?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas","https://www.happycow.net/reviews/phat-boy-sushi-kitchen-fort-lauderdale-468493","","Vegan-friendly restaurant Phat Boy Sushi & Kitchen - Oakland Park in Fort Lauderdale, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","Yes","Phat Boy Sushi"
"Pizzeria Magaddino","Fort Lauderdale","Broward County","","Unknown","","","https://pizzeriamagaddino.com/","https://www.happycow.net/reviews/pizzeria-magaddino-fort-lauderdale-239846","","Reviews of vegan-friendly restaurant Pizzeria Magaddino in Fort Lauderdale, Florida, USA 'This place is great. The best pizza crust I’ve ever had. '","No",""
"Press and Grind Cafe","Fort Lauderdale","Broward County","","Unknown","","","http://www.pressandgrindcafe.com/","https://www.happycow.net/reviews/press-and-grind-cafe-fort-lauderdale-166769","","Reviews of vegan-friendly restaurant Press and Grind Cafe in Fort Lauderdale, Florida, USA 'We stopped for coffee but tried the carrot cake too. Great atmosphere. Great coffee. Great matcha. Great carrot cake. '","No",""
"Pura Vida","Fort Lauderdale","Broward County","","Unknown","","","https://www.puravidamiami.com/","https://www.happycow.net/reviews/pura-vida-fort-lauderdale-299058","","Reviews of vegan-friendly restaurant Pura Vida in Fort Lauderdale, Florida, USA 'I tried the only 2 vegan food options. I was traveling with a group and we went to this place twice at two different locations. Both very beautiful restaurants.'","Yes","Pura Vida"
"Rocco's Tacos and Tequila Bar","Fort Lauderdale","Broward County","","Unknown","","","https://www.roccostacos.com/location/roccos-tacos-fort-lauderdale","https://www.happycow.net/reviews/roccos-tacos-and-tequila-bar-fort-lauderdale-333257","","Reviews of vegan-friendly restaurant Rocco's Tacos and Tequila Bar in Fort Lauderdale, Florida, USA 'The mushroom tacos and cheese quesadillas were 🔥. Good ambience too'","No",""
"Rose's Coffee Bar","Fort Lauderdale","Broward County","","Unknown","","","https://www.rosescoffeebar.com/","https://www.happycow.net/reviews/roses-coffee-bar-fort-lauderdale-151493","","Reviews of vegan-friendly restaurant Rose's Coffee Bar in Fort Lauderdale, Florida, USA 'Coconut & pineapple chia pudding was really good. They have avocado toast, almond toast, overnight oats and cups of fruit too. Great place to grab'","No",""
"S3","Fort Lauderdale","Broward County","","Unknown","","","http://s3restaurant.com/","https://www.happycow.net/reviews/s3-sun-surf-sand-fort-lauderdale-192086","","Reviews of vegan-friendly restaurant S3-Sun Surf Sand in Fort Lauderdale, Florida, USA 'Beautiful restaurant with an outdoor patio overlooking the ocean. Cocktails and service were excellent. They didn’t have all the options currently that'","No",""
"Sarpino's Pizzeria","Fort Lauderdale","Broward County","","Unknown","","","https://fort-lauderdale.gosarpinos.com/ordering/intro","https://www.happycow.net/reviews/sarpinos-pizzeria-fort-lauderdale-221442","","Reviews of vegan-friendly restaurant Sarpino's Pizzeria in Fort Lauderdale, Florida, USA 'Would rate it five stars if I could, because the vegan options are THAT good. Didnt have the sausage and pepper when I ordered (twice) but the'","Yes","Sarpino's"
"Seasons 52","Fort Lauderdale","Broward County","","Unknown","","","https://www.seasons52.com/locations/fl/fort-lauderdale/fort-lauderdale/4502","https://www.happycow.net/reviews/seasons-52-fort-lauderdale-146180","","Reviews of vegan-friendly restaurant Seasons 52 in Fort Lauderdale, Florida, USA 'Loved the Artichoke app! Also got the lentil pasta and added broccolini at the server’s suggestion, which she was totally spot on about! Don’t forget'","Yes","Seasons 52"
"Shooters Waterfront","Fort Lauderdale","Broward County","","Unknown","","","https://shooterswaterfront.com/","https://www.happycow.net/reviews/shooters-waterfront-fort-lauderdale-148200","","Reviews of vegan-friendly restaurant Shooters Waterfront in Fort Lauderdale, Florida, USA","No",""
"Sidewalk Chef Kitchen","Fort Lauderdale","Broward County","","Unknown","","","http://www.sidewalkchef.com/","https://www.happycow.net/reviews/sidewalk-chef-kitchen-fort-lauderdale-148478","","Reviews of vegan-friendly restaurant Sidewalk Chef Kitchen in Fort Lauderdale, Florida, USA 'This was fantastic! I ended up here after learning good eats 33 closed down😡I was pleasantly surprised! Taco salad bowl slaps! I also got the'","No",""
"Sushi Yummy","Fort Lauderdale","Broward County","","Unknown","","","http://www.sushiyummyfl.com/","https://www.happycow.net/reviews/sushi-yummy-fort-lauderdale-208001","","Reviews of vegan-friendly restaurant Sushi Yummy in Fort Lauderdale, Florida, USA","No",""
"Takato","Fort Lauderdale","Broward County","","Unknown","","","http://www.takatorestaurant.com/","https://www.happycow.net/reviews/takato-fort-lauderdale-220914","","Reviews of vegan-friendly restaurant Takato in Fort Lauderdale, Florida, USA","Yes","Takato"
"Tap 42 Bar and Kitchen","Fort Lauderdale","Broward County","","Unknown","","","http://www.tap42.com/","https://www.happycow.net/reviews/tap-42-bar-and-kitchen-fort-lauderdale-36308","","Reviews of vegan-friendly restaurant Tap 42 Bar and Kitchen  in Fort Lauderdale, Florida, USA 'Very few options to start with. We got two sides (plaintains and brussel sprouts) and one entree (quinoa salad). The sides were extremely'","No",""
"Temple Street Eatery","Fort Lauderdale","Broward County","","Unknown","","","http://templestreeteatery.com/","https://www.happycow.net/reviews/temple-street-eatery-fort-lauderdale-302992","","Vegan-friendly restaurant Temple Street Eatery in Fort Lauderdale, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Thai On The Beach","Fort Lauderdale","Broward County","","Unknown","","","https://www.thaionthebeach.com/","https://www.happycow.net/reviews/thai-on-the-beach-fort-lauderdale-337793","","Reviews of vegan-friendly restaurant Thai On The Beach in Fort Lauderdale, Florida, USA 'Panang Curry with tofu was excellent. Lots of tofu with a nice crispy texture. The curry sauce was so creamy from the coconut milk. Was so full after'","No",""
"The Indian Harbor","Fort Lauderdale","Broward County","","Unknown","","","http://theindianharbor.com/","https://www.happycow.net/reviews/the-indian-harbor-fort-lauderdale-77650","","Reviews of vegan-friendly restaurant The Indian Harbor in Fort Lauderdale, Florida, USA","Yes","Indian Harbor"
"Tropical Smoothie Cafe","Fort Lauderdale","Broward County","","Unknown","","","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/13/41/chain134_175_1539722854.jpeg","https://www.happycow.net/reviews/tropical-smoothie-cafe-fort-lauderdale-303230","","Vegan-friendly restaurant Tropical Smoothie Cafe - Cordova Rd in Fort Lauderdale, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Tropical Smoothie Cafe","Fort Lauderdale","Broward County","","Unknown","","","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/13/41/chain134_175_1539722854.jpeg","https://www.happycow.net/reviews/tropical-smoothie-cafe-fort-lauderdale-303231","","Vegan-friendly restaurant Tropical Smoothie Cafe - E Sunrise Blvd in Fort Lauderdale, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Tropical Smoothie Cafe","Fort Lauderdale","Broward County","","Unknown","","","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/13/41/chain134_175_1539722854.jpeg","https://www.happycow.net/reviews/tropical-smoothie-cafe-fort-lauderdale-303235","","Vegan-friendly restaurant Tropical Smoothie Cafe - N Andrews Ave in Fort Lauderdale, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Tropical Smoothie Cafe","Fort Lauderdale","Broward County","","Unknown","","","https://d1mvj2ulps5lli.cloudfront.net/venues/1024/13/41/chain134_175_1539722854.jpeg","https://www.happycow.net/reviews/tropical-smoothie-cafe-fort-lauderdale-303228","","Vegan-friendly restaurant Tropical Smoothie Cafe - W Broward Blvd in Fort Lauderdale, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Ultra Juice and Fruit Salad Bar","Fort Lauderdale","Broward County","","Unknown","","","https://ultra-juice-and-fruit-salad-bar.business.site/","https://www.happycow.net/reviews/ultra-juice-and-fruit-salad-bar-fort-lauderdale-200758","","Vegan-friendly restaurant Ultra Juice and Fruit Salad Bar in Fort Lauderdale, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"Vale Food Co","Fort Lauderdale","Broward County","","Unknown","","","http://www.valefoodco.com/","https://www.happycow.net/reviews/vale-food-co-fort-lauderdale-174382","","Reviews of vegan-friendly restaurant Vale Food Co in Fort Lauderdale, Florida, USA 'All of the vegan options I found were fresh and looked amazing. While not all appeal to me as a new vegan, I was able to find some delicious combinations to'","No",""
"Wine Garden","Fort Lauderdale","Broward County","","Unknown","","","https://wineandgarden.com/","https://www.happycow.net/reviews/wine-garden-fort-lauderdale-268585","","Reviews of vegan-friendly restaurant Wine Garden in Fort Lauderdale, Florida, USA 'Vegan pizza was good. Ordered as take out and would have been even better eating in. Ambiance in the restaurant was nice.'","Yes","Wine Garden"
"Bussdown Vegans","Fort Lauderdale","Broward County","","Unknown","","","https://cashdrop.biz/bussdownvegans","https://www.happycow.net/reviews/bussdown-vegans-fort-lauderdale-324694","","Reviews of vegan-friendly food truck Bussdown Vegans in Fort Lauderdale, Florida, USA","No",""
"Earths Goddess Holistics and Juicebar","Fort Lauderdale","Broward County","","Unknown","","","https://leafletjs.com/","https://www.happycow.net/reviews/earths-goddess-holistics-and-juicebar-fort-lauderdale-243247","","Reviews of vegan store Earths Goddess Holistics and Juicebar in Fort Lauderdale, Florida, USA 'Customer Service is beyond any expectations. The food is top tier! I mean chefs kiss. I would be here every day if I lived closer. Very humble'","No",""
"Surfer Boy Bake Shop","Fort Lauderdale","Broward County","","Unknown","","","https://surferboybakeshop.com/","https://www.happycow.net/reviews/surfer-boy-bake-shop-fort-lauderdale-459365","","Vegan-friendly delivery service Surfer Boy Bake Shop in Fort Lauderdale, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"The Caribe Vegan","Fort Lauderdale","Broward County","","Unknown","","","http://www.thecaribevegan.com/","https://www.happycow.net/reviews/the-caribe-vegan-fort-lauderdale-224993","","Reviews of vegan-friendly food truck The Caribe Vegan in Fort Lauderdale, Florida, USA 'Absolutely loved this food truck!! Great people, great vibe, scrumptious food!!! Got taken back home to Puerto Rico and to New York eating here,'","No",""
"Thrive Wellness Center","Fort Lauderdale","Broward County","","Unknown","","","http://thrivewellnesscenter.com/","https://www.happycow.net/reviews/thrive-wellness-center-fort-lauderdale-37325","","Vegan-friendly Thrive Wellness Center in Fort Lauderdale, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
"That's My Dog","Fort Lauderdale","Broward County","Vegan-Friendly","Unknown","1291 NW 6th St, Fort Lauderdale, Florida, USA","+1-754-367-8086","https://thatsmydogfoodtruck.com/","https://www.happycow.net/reviews/thats-my-dog-fort-lauderdale-278391","2","Reviews of vegan-friendly food truck That's My Dog in Fort Lauderdale, Florida, USA","No",""
"The Hollywood Donut Factory","Fort Lauderdale","Broward County","Vegan","Open","610 E Las Olas Blvd, Fort Lauderdale, Florida, USA, 33301","+1-954-530-1370","https://www.thehollywooddonutfactory.com/","https://www.happycow.net/reviews/the-hollywood-donut-factory-fort-lauderdale-420083","10","Reviews of vegan bakery The Hollywood Donut Factory in Fort Lauderdale, Florida, USA 'I liked how they had about five different cake donuts. I chose blueberry which was delicious. I’m still looking for a vegan yeast donut. I was'","No",""
"Tiki Tide Kava Bar","Fort Lauderdale","Broward County","Vegan","Open","3418 Griffin Rd, Fort Lauderdale, Florida, USA, 33312","+1-954-465-0742","https://www.tikitidekava.com/","https://www.happycow.net/reviews/tiki-tide-kava-bar-fort-lauderdale-166184","","Vegan-friendly coffee / tea shop Tiki Tide Kava Bar in Fort Lauderdale, Florida, USA has not been reviewed yet. Consider sharing your experience with Happycow's vegan & vegetarian community by writing the first review!","No",""
